x,Re,y,u,v
3.722222222,372222.2222,0.015151515,0.747495554,-0.055959782
3.722222222,372222.2222,0.016161616,0.781601406,-0.076821018
3.722222222,372222.2222,0.017171717,0.813435747,-0.099165502
3.722222222,372222.2222,0.018181818,0.842613109,-0.124696266
3.722222222,372222.2222,0.019191919,0.867513044,-0.158305141
3.722222222,372222.2222,0.02020202,0.890221525,-0.194231997
3.722222222,372222.2222,0.021212121,0.910311095,-0.234225873
3.722222222,372222.2222,0.022222222,0.926710189,-0.281664424
3.722222222,372222.2222,0.023232323,0.941273173,-0.331720088
3.722222222,372222.2222,0.024242424,0.953605291,-0.385965407
3.722222222,372222.2222,0.025252525,0.963224179,-0.446153138
3.722222222,372222.2222,0.026262626,0.971742586,-0.508027596
3.722222222,372222.2222,0.027272727,0.978354868,-0.574249109
3.722222222,372222.2222,0.028282828,0.983651318,-0.64338431
3.722222222,372222.2222,0.029292929,0.987774537,-0.715265842
3.722222222,372222.2222,0.03030303,0.990938519,-0.789470944
3.722222222,372222.2222,0.031313131,0.993376403,-0.86546261
3.722222222,372222.2222,0.032323232,0.99522729,-0.942950429
3.722222222,372222.2222,0.033333333,0.996619188,-1.021644068
3.722222222,372222.2222,0.034343434,0.997610402,-1.101449995
3.722222222,372222.2222,0.035353535,0.998341999,-1.181976946
3.722222222,372222.2222,0.036363636,0.998863994,-1.263110816
3.722222222,372222.2222,0.037373737,0.999234153,-1.34469531
3.722222222,372222.2222,0.038383838,0.999485889,-1.426644958
3.722222222,372222.2222,0.039393939,0.999660991,-1.508833958
3.722222222,372222.2222,0.04040404,0.999779631,-1.591204855
3.722222222,372222.2222,0.041414141,0.999858496,-1.673707405
3.722222222,372222.2222,0.042424242,0.999910183,-1.756302144
3.722222222,372222.2222,0.043434343,0.999943932,-1.838959055
3.722222222,372222.2222,0.044444444,0.999965182,-1.921660548
3.722222222,372222.2222,0.045454545,0.99997867,-2.004390235
3.722222222,372222.2222,0.046464646,0.999987126,-2.087138607
3.722222222,372222.2222,0.047474747,0.999992431,-2.16989891
3.722222222,372222.2222,0.048484848,0.999995516,-2.252667896
3.722222222,372222.2222,0.049494949,0.999997397,-2.33544164
3.722222222,372222.2222,0.050505051,0.999998529,-2.418218405
3.722222222,372222.2222,0.051515152,0.999999176,-2.500997184
3.722222222,372222.2222,0.052525253,0.999999523,-2.583777232
3.722222222,372222.2222,0.053535354,0.999999767,-2.666557707
3.722222222,372222.2222,0.054545455,0.999999888,-2.749338729
3.722222222,372222.2222,0.055555556,0.999999925,-2.832120131
3.722222222,372222.2222,0.056565657,0.999999969,-2.914901494
3.722222222,372222.2222,0.057575758,1.000000013,-2.997682856
3.722222222,372222.2222,0.058585859,1.000000019,-3.080464396
3.722222222,372222.2222,0.05959596,1,-3.163246065
3.722222222,372222.2222,0.060606061,0.999999994,-3.246027671
3.722222222,372222.2222,0.061616162,1.000000008,-3.328809167
3.722222222,372222.2222,0.062626263,1.000000023,-3.411590664
3.722222222,372222.2222,0.063636364,1.000000037,-3.494372159
3.722222222,372222.2222,0.064646465,1.000000051,-3.577153652
3.722222222,372222.2222,0.065656566,1.000000065,-3.659935142
3.722222222,372222.2222,0.066666667,1.000000079,-3.74271663
3.722222222,372222.2222,0.067676768,1.000000093,-3.825498115
3.722222222,372222.2222,0.068686869,1.000000107,-3.908279598
3.722222222,372222.2222,0.06969697,1.000000121,-3.991061079
3.722222222,372222.2222,0.070707071,1.000000135,-4.073842557
3.722222222,372222.2222,0.071717172,1.000000149,-4.156624034
3.722222222,372222.2222,0.072727273,1.000000164,-4.239405507
3.722222222,372222.2222,0.073737374,1.000000178,-4.322186979
3.722222222,372222.2222,0.074747475,1.000000192,-4.404968448
3.722222222,372222.2222,0.075757576,1.000000206,-4.487749915
3.722222222,372222.2222,0.076767677,1.00000022,-4.570531379
3.722222222,372222.2222,0.077777778,1.000000234,-4.653312841
3.722222222,372222.2222,0.078787879,1.000000248,-4.736094301
3.722222222,372222.2222,0.07979798,1.000000262,-4.818875758
3.722222222,372222.2222,0.080808081,1.000000276,-4.901657214
3.722222222,372222.2222,0.081818182,1.000000291,-4.984438666
3.722222222,372222.2222,0.082828283,1.000000305,-5.067220117
3.722222222,372222.2222,0.083838384,1.000000319,-5.150001565
3.722222222,372222.2222,0.084848485,1.000000333,-5.232783011
3.722222222,372222.2222,0.085858586,1.000000347,-5.315564454
3.722222222,372222.2222,0.086868687,1.000000361,-5.398345895
3.722222222,372222.2222,0.087878788,1.000000375,-5.481127334
3.722222222,372222.2222,0.088888889,1.000000389,-5.56390877
3.722222222,372222.2222,0.08989899,1.000000403,-5.646690204
3.722222222,372222.2222,0.090909091,1.000000417,-5.729471636
3.722222222,372222.2222,0.091919192,1.000000432,-5.812253066
3.722222222,372222.2222,0.092929293,1.000000446,-5.895034493
3.722222222,372222.2222,0.093939394,1.00000046,-5.977815918
3.722222222,372222.2222,0.094949495,1.000000474,-6.06059734
3.722222222,372222.2222,0.095959596,1.000000488,-6.14337876
3.722222222,372222.2222,0.096969697,1.000000502,-6.226160178
3.722222222,372222.2222,0.097979798,1.000000516,-6.308941593
3.722222222,372222.2222,0.098989899,1.00000053,-6.391723006
3.722222222,372222.2222,0.1,1.000000544,-6.474504417
3.868686869,386868.6869,0,0,0
3.868686869,386868.6869,0.001010101,0.053921277,-0.000299929
3.868686869,386868.6869,0.002020202,0.107818024,-0.00036762
3.868686869,386868.6869,0.003030303,0.161630655,-0.000449068
3.868686869,386868.6869,0.004040404,0.215273795,-0.000537911
3.868686869,386868.6869,0.005050505,0.268569526,-0.001361996
3.868686869,386868.6869,0.006060606,0.321377233,-0.002085585
3.868686869,386868.6869,0.007070707,0.373518151,-0.002837619
3.868686869,386868.6869,0.008080808,0.424718555,-0.004329233
3.868686869,386868.6869,0.009090909,0.474949233,-0.005610603
3.868686869,386868.6869,0.01010101,0.523355586,-0.010097148
3.868686869,386868.6869,0.011111111,0.570547752,-0.013301708
3.868686869,386868.6869,0.012121212,0.615601355,-0.01950318
3.868686869,386868.6869,0.013131313,0.658124965,-0.028923236
3.868686869,386868.6869,0.014141414,0.698947371,-0.038187399
3.868686869,386868.6869,0.015151515,0.736515572,-0.052831829
3.868686869,386868.6869,0.016161616,0.771254163,-0.070768478
3.868686869,386868.6869,0.017171717,0.803955835,-0.089830658
3.868686869,386868.6869,0.018181818,0.832575555,-0.116458281
3.868686869,386868.6869,0.019191919,0.858606504,-0.146172905
3.868686869,386868.6869,0.02020202,0.882542432,-0.178065951
3.868686869,386868.6869,0.021212121,0.902248046,-0.218573711
3.868686869,386868.6869,0.022222222,0.919987653,-0.261550728
3.868686869,386868.6869,0.023232323,0.93567034,-0.307745461
3.868686869,386868.6869,0.024242424,0.947948655,-0.361337022
3.868686869,386868.6869,0.025252525,0.958805302,-0.41707987
3.868686869,386868.6869,0.026262626,0.967876861,-0.476386891
3.868686869,386868.6869,0.027272727,0.975225033,-0.539383159
3.868686869,386868.6869,0.028282828,0.980972584,-0.606031592
3.868686869,386868.6869,0.029292929,0.985565523,-0.675278856
3.868686869,386868.6869,0.03030303,0.98919676,-0.746767021
3.868686869,386868.6869,0.031313131,0.992030359,-0.820181703
3.868686869,386868.6869,0.032323232,0.994201076,-0.89526048
3.868686869,386868.6869,0.033333333,0.995791559,-0.971876302
3.868686869,386868.6869,0.034343434,0.996991537,-1.049527
3.868686869,386868.6869,0.035353535,0.997887349,-1.128007694
3.868686869,386868.6869,0.036363636,0.99852606,-1.207224652
3.868686869,386868.6869,0.037373737,0.998987099,-1.286958247
3.868686869,386868.6869,0.038383838,0.999309822,-1.367108358
3.868686869,386868.6869,0.039393939,0.99953935,-1.44754326
3.868686869,386868.6869,0.04040404,0.999693649,-1.52821797
3.868686869,386868.6869,0.041414141,0.999799068,-1.609050851
3.868686869,386868.6869,0.042424242,0.999870051,-1.689998044
3.868686869,386868.6869,0.043434343,0.999916927,-1.771027363
3.868686869,386868.6869,0.044444444,0.999947695,-1.852112762
3.868686869,386868.6869,0.045454545,0.999967427,-1.93323757
3.868686869,386868.6869,0.046464646,0.999980009,-2.01438845
3.868686869,386868.6869,0.047474747,0.999987763,-2.095557396
3.868686869,386868.6869,0.048484848,0.999992731,-2.176736887
3.868686869,386868.6869,0.049494949,0.999995667,-2.257924323
3.868686869,386868.6869,0.050505051,0.999997453,-2.339116323
3.868686869,386868.6869,0.051515152,0.999998551,-2.4203111
3.868686869,386868.6869,0.052525253,0.999999179,-2.501507823
3.868686869,386868.6869,0.053535354,0.99999952,-2.582705767
3.868686869,386868.6869,0.054545455,0.999999762,-2.663904116
3.868686869,386868.6869,0.055555556,0.999999885,-2.745102994
3.868686869,386868.6869,0.056565657,0.999999923,-2.826302259
3.868686869,386868.6869,0.057575758,0.999999964,-2.907501507
3.868686869,386868.6869,0.058585859,1.00000001,-2.988700725
3.868686869,386868.6869,0.05959596,1.000000022,-3.069900103
3.868686869,386868.6869,0.060606061,1.000000002,-3.151099641
3.868686869,386868.6869,0.061616162,0.999999991,-3.232299141
3.868686869,386868.6869,0.062626263,1.000000006,-3.313498503
3.868686869,386868.6869,0.063636364,1.00000002,-3.394697869
3.868686869,386868.6869,0.064646465,1.000000034,-3.475897232
3.868686869,386868.6869,0.065656566,1.000000047,-3.557096594
3.868686869,386868.6869,0.066666667,1.000000061,-3.638295953
3.868686869,386868.6869,0.067676768,1.000000075,-3.71949531
3.868686869,386868.6869,0.068686869,1.000000089,-3.800694665
3.868686869,386868.6869,0.06969697,1.000000103,-3.881894017
3.868686869,386868.6869,0.070707071,1.000000117,-3.963093367
3.868686869,386868.6869,0.071717172,1.00000013,-4.044292715
3.868686869,386868.6869,0.072727273,1.000000144,-4.125492061
3.868686869,386868.6869,0.073737374,1.000000158,-4.206691405
3.868686869,386868.6869,0.074747475,1.000000172,-4.287890746
3.868686869,386868.6869,0.075757576,1.000000186,-4.369090085
3.868686869,386868.6869,0.076767677,1.0000002,-4.450289422
3.868686869,386868.6869,0.077777778,1.000000213,-4.531488756
3.868686869,386868.6869,0.078787879,1.000000227,-4.612688088
3.868686869,386868.6869,0.07979798,1.000000241,-4.693887418
3.868686869,386868.6869,0.080808081,1.000000255,-4.775086746
3.868686869,386868.6869,0.081818182,1.000000269,-4.856286072
3.868686869,386868.6869,0.082828283,1.000000283,-4.937485395
3.868686869,386868.6869,0.083838384,1.000000296,-5.018684716
3.868686869,386868.6869,0.084848485,1.00000031,-5.099884035
3.868686869,386868.6869,0.085858586,1.000000324,-5.181083351
3.868686869,386868.6869,0.086868687,1.000000338,-5.262282665
3.868686869,386868.6869,0.087878788,1.000000352,-5.343481977
3.868686869,386868.6869,0.088888889,1.000000366,-5.424681287
3.868686869,386868.6869,0.08989899,1.000000379,-5.505880595
3.868686869,386868.6869,0.090909091,1.000000393,-5.5870799
3.868686869,386868.6869,0.091919192,1.000000407,-5.668279203
3.868686869,386868.6869,0.092929293,1.000000421,-5.749478504
3.868686869,386868.6869,0.093939394,1.000000435,-5.830677802
3.868686869,386868.6869,0.094949495,1.000000449,-5.911877099
3.868686869,386868.6869,0.095959596,1.000000462,-5.993076393
3.868686869,386868.6869,0.096969697,1.000000476,-6.074275685
3.868686869,386868.6869,0.097979798,1.00000049,-6.155474974
3.868686869,386868.6869,0.098989899,1.000000504,-6.236674262
3.868686869,386868.6869,0.1,1.000000518,-6.317873547
4.015151515,401515.1515,0,0,0
4.015151515,401515.1515,0.001010101,0.052928718,-0.000318999
4.015151515,401515.1515,0.002020202,0.105834761,-0.000349492
4.015151515,401515.1515,0.003030303,0.158668197,-0.000190327
4.015151515,401515.1515,0.004040404,0.211323851,-0.000828485
4.015151515,401515.1515,0.005050505,0.263667507,-0.001554443
4.015151515,401515.1515,0.006060606,0.315564288,-0.002097755
4.015151515,401515.1515,0.007070707,0.366855144,-0.002575734
4.015151515,401515.1515,0.008080808,0.417321212,-0.003451411
4.015151515,401515.1515,0.009090909,0.466627223,-0.0059621
4.015151515,401515.1515,0.01010101,0.514526576,-0.009353104
4.015151515,401515.1515,0.011111111,0.561424725,-0.011155166
4.015151515,401515.1515,0.012121212,0.605648963,-0.01876288
4.015151515,401515.1515,0.013131313,0.648178061,-0.026346685
4.015151515,401515.1515,0.014141414,0.688977921,-0.034455965
4.015151515,401515.1515,0.015151515,0.726141999,-0.049397854
4.015151515,401515.1515,0.016161616,0.761478384,-0.064568949
4.015151515,401515.1515,0.017171717,0.794057965,-0.083412451
4.015151515,401515.1515,0.018181818,0.823092362,-0.108150052
4.015151515,401515.1515,0.019191919,0.850191859,-0.134218788
4.015151515,401515.1515,0.02020202,0.873807311,-0.16655609
4.015151515,401515.1515,0.021212121,0.894630309,-0.203293779
4.015151515,401515.1515,0.022222222,0.913636393,-0.242117956
4.015151515,401515.1515,0.023232323,0.929030386,-0.288497778
4.015151515,401515.1515,0.024242424,0.942604427,-0.337674183
4.015151515,401515.1515,0.025252525,0.954478175,-0.389727591
4.015151515,401515.1515,0.026262626,0.963535039,-0.448185229
4.015151515,401515.1515,0.027272727,0.971716716,-0.507796987
4.015151515,401515.1515,0.028282828,0.978107862,-0.57150721
4.015151515,401515.1515,0.029292929,0.983261408,-0.637962102
4.015151515,401515.1515,0.03030303,0.987365175,-0.706831389
4.015151515,401515.1515,0.031313131,0.99053066,-0.777979992
4.015151515,401515.1515,0.032323232,0.992973543,-0.850915408
4.015151515,401515.1515,0.033333333,0.99484712,-0.925295366
4.015151515,401515.1515,0.034343434,0.99628188,-1.000814917
4.015151515,401515.1515,0.035353535,0.997358692,-1.077299178
4.015151515,401515.1515,0.036363636,0.998120315,-1.154679863
4.015151515,401515.1515,0.037373737,0.998689739,-1.232601821
4.015151515,401515.1515,0.038383838,0.999096082,-1.311005336
4.015151515,401515.1515,0.039393939,0.999383431,-1.389769012
4.015151515,401515.1515,0.04040404,0.999584078,-1.468801998
4.015151515,401515.1515,0.041414141,0.999723446,-1.548029661
4.015151515,401515.1515,0.042424242,0.999818687,-1.627401226
4.015151515,401515.1515,0.043434343,0.999882027,-1.706879814
4.015151515,401515.1515,0.044444444,0.999923983,-1.786431641
4.015151515,401515.1515,0.045454545,0.999951673,-1.866033351
4.015151515,401515.1515,0.046464646,0.999969617,-1.945669962
4.015151515,401515.1515,0.047474747,0.999981353,-2.025329189
4.015151515,401515.1515,0.048484848,0.999988478,-2.105005789
4.015151515,401515.1515,0.049494949,0.99999306,-2.184692045
4.015151515,401515.1515,0.050505051,0.999995853,-2.264385287
4.015151515,401515.1515,0.051515152,0.999997529,-2.344082985
4.015151515,401515.1515,0.052525253,0.999998586,-2.423783174
4.015151515,401515.1515,0.053535354,0.999999191,-2.503485243
4.015151515,401515.1515,0.054545455,0.999999521,-2.583188478
4.015151515,401515.1515,0.055555556,0.99999976,-2.662892088
4.015151515,401515.1515,0.056565657,0.999999883,-2.742596211
4.015151515,401515.1515,0.057575758,0.999999922,-2.822300719
4.015151515,401515.1515,0.058585859,0.99999996,-2.902005227
4.015151515,401515.1515,0.05959596,1.000000007,-2.981709683
4.015151515,401515.1515,0.060606061,1.000000024,-3.061414286
4.015151515,401515.1515,0.061616162,1.000000004,-3.14111907
4.015151515,401515.1515,0.062626263,0.999999989,-3.220823835
4.015151515,401515.1515,0.063636364,1.000000004,-3.300528445
4.015151515,401515.1515,0.064646465,1.000000017,-3.380233059
4.015151515,401515.1515,0.065656566,1.000000031,-3.45993767
4.015151515,401515.1515,0.066666667,1.000000044,-3.539642279
4.015151515,401515.1515,0.067676768,1.000000058,-3.619346887
4.015151515,401515.1515,0.068686869,1.000000072,-3.699051491
4.015151515,401515.1515,0.06969697,1.000000085,-3.778756094
4.015151515,401515.1515,0.070707071,1.000000099,-3.858460695
4.015151515,401515.1515,0.071717172,1.000000112,-3.938165293
4.015151515,401515.1515,0.072727273,1.000000126,-4.017869889
4.015151515,401515.1515,0.073737374,1.000000139,-4.097574484
4.015151515,401515.1515,0.074747475,1.000000153,-4.177279075
4.015151515,401515.1515,0.075757576,1.000000167,-4.256983665
4.015151515,401515.1515,0.076767677,1.00000018,-4.336688253
4.015151515,401515.1515,0.077777778,1.000000194,-4.416392838
4.015151515,401515.1515,0.078787879,1.000000207,-4.496097422
4.015151515,401515.1515,0.07979798,1.000000221,-4.575802003
4.015151515,401515.1515,0.080808081,1.000000234,-4.655506582
4.015151515,401515.1515,0.081818182,1.000000248,-4.735211158
4.015151515,401515.1515,0.082828283,1.000000262,-4.814915733
4.015151515,401515.1515,0.083838384,1.000000275,-4.894620305
4.015151515,401515.1515,0.084848485,1.000000289,-4.974324876
4.015151515,401515.1515,0.085858586,1.000000302,-5.054029444
4.015151515,401515.1515,0.086868687,1.000000316,-5.13373401
4.015151515,401515.1515,0.087878788,1.00000033,-5.213438573
4.015151515,401515.1515,0.088888889,1.000000343,-5.293143135
4.015151515,401515.1515,0.08989899,1.000000357,-5.372847695
4.015151515,401515.1515,0.090909091,1.00000037,-5.452552252
4.015151515,401515.1515,0.091919192,1.000000384,-5.532256807
4.015151515,401515.1515,0.092929293,1.000000397,-5.61196136
4.015151515,401515.1515,0.093939394,1.000000411,-5.691665911
4.015151515,401515.1515,0.094949495,1.000000425,-5.771370459
4.015151515,401515.1515,0.095959596,1.000000438,-5.851075006
4.015151515,401515.1515,0.096969697,1.000000452,-5.93077955
4.015151515,401515.1515,0.097979798,1.000000465,-6.010484092
4.015151515,401515.1515,0.098989899,1.000000479,-6.090188632
4.015151515,401515.1515,0.1,1.000000492,-6.16989317
4.161616162,416161.6162,0,0,0
4.161616162,416161.6162,0.001010101,0.05198903,-0.000334318
4.161616162,416161.6162,0.002020202,0.103957141,-0.000321403
4.161616162,416161.6162,0.003030303,0.155860589,-6.02E-05
4.161616162,416161.6162,0.004040404,0.207584309,-0.001060055
4.161616162,416161.6162,0.005050505,0.259026604,-0.001669115
4.161616162,416161.6162,0.006060606,0.310060982,-0.002013193
4.161616162,416161.6162,0.007070707,0.360547055,-0.002199309
4.161616162,416161.6162,0.008080808,0.410317904,-0.002457318
4.161616162,416161.6162,0.009090909,0.458748501,-0.006088537
4.161616162,416161.6162,0.01010101,0.506167862,-0.008405464
4.161616162,416161.6162,0.011111111,0.552410868,-0.010682159
4.161616162,416161.6162,0.012121212,0.596226705,-0.017733001
4.161616162,416161.6162,0.013131313,0.638761,-0.023551146
4.161616162,416161.6162,0.014141414,0.67883647,-0.033047675
4.161616162,416161.6162,0.015151515,0.716320995,-0.045718127
4.161616162,416161.6162,0.016161616,0.752223331,-0.058268751
4.161616162,416161.6162,0.017171717,0.784224472,-0.078272127
4.161616162,416161.6162,0.018181818,0.81411431,-0.099814125
4.161616162,416161.6162,0.019191919,0.841708406,-0.123977204
4.161616162,416161.6162,0.02020202,0.865421605,-0.155504349
4.161616162,416161.6162,0.021212121,0.887418346,-0.188387058
4.161616162,416161.6162,0.022222222,0.906417784,-0.22673499
4.161616162,416161.6162,0.023232323,0.922744124,-0.269854638
4.161616162,416161.6162,0.024242424,0.93754487,-0.314918448
4.161616162,416161.6162,0.025252525,0.949207803,-0.366856389
4.161616162,416161.6162,0.026262626,0.959424494,-0.421174796
4.161616162,416161.6162,0.027272727,0.968170961,-0.478284972
4.161616162,416161.6162,0.028282828,0.975204709,-0.539155874
4.161616162,416161.6162,0.029292929,0.980779854,-0.603334979
4.161616162,416161.6162,0.03030303,0.985263714,-0.669974568
4.161616162,416161.6162,0.031313131,0.98883405,-0.738742803
4.161616162,416161.6162,0.032323232,0.99164467,-0.809341634
4.161616162,416161.6162,0.033333333,0.993821599,-0.881523862
4.161616162,416161.6162,0.034343434,0.995487439,-0.955023507
4.161616162,416161.6162,0.035353535,0.996726342,-1.029670404
4.161616162,416161.6162,0.036363636,0.997649311,-1.105182025
4.161616162,416161.6162,0.037373737,0.998336917,-1.181351287
4.161616162,416161.6162,0.038383838,0.998837926,-1.258060122
4.161616162,416161.6162,0.039393939,0.999195224,-1.335197547
4.161616162,416161.6162,0.04040404,0.999449365,-1.412649204
4.161616162,416161.6162,0.041414141,0.999629381,-1.490331811
4.161616162,416161.6162,0.042424242,0.999750631,-1.568204523
4.161616162,416161.6162,0.043434343,0.999835259,-1.646196647
4.161616162,416161.6162,0.044444444,0.999892382,-1.724281274
4.161616162,416161.6162,0.045454545,0.999930664,-1.802430654
4.161616162,416161.6162,0.046464646,0.999955842,-1.880626167
4.161616162,416161.6162,0.047474747,0.999971939,-1.958854474
4.161616162,416161.6162,0.048484848,0.999982535,-2.037102884
4.161616162,416161.6162,0.049494949,0.999989262,-2.115365819
4.161616162,416161.6162,0.050505051,0.99999343,-2.193638581
4.161616162,416161.6162,0.051515152,0.99999607,-2.271917291
4.161616162,416161.6162,0.052525253,0.999997622,-2.350200365
4.161616162,416161.6162,0.053535354,0.999998634,-2.428485608
4.161616162,416161.6162,0.054545455,0.999999211,-2.506772663
4.161616162,416161.6162,0.055555556,0.999999527,-2.585060825
4.161616162,416161.6162,0.056565657,0.999999761,-2.663349325
4.161616162,416161.6162,0.057575758,0.999999883,-2.741638321
4.161616162,416161.6162,0.058585859,0.999999922,-2.819927697
4.161616162,416161.6162,0.05959596,0.999999957,-2.898217082
4.161616162,416161.6162,0.060606061,1.000000006,-2.9765064
4.161616162,416161.6162,0.061616162,1.000000025,-3.054795854
4.161616162,416161.6162,0.062626263,1.000000006,-3.133085505
4.161616162,416161.6162,0.063636364,0.999999991,-3.211375135
4.161616162,416161.6162,0.064646465,1.000000002,-3.289664632
4.161616162,416161.6162,0.065656566,1.000000015,-3.367954114
4.161616162,416161.6162,0.066666667,1.000000028,-3.446243594
4.161616162,416161.6162,0.067676768,1.000000042,-3.524533072
4.161616162,416161.6162,0.068686869,1.000000055,-3.602822548
4.161616162,416161.6162,0.06969697,1.000000068,-3.681112022
4.161616162,416161.6162,0.070707071,1.000000082,-3.759401494
4.161616162,416161.6162,0.071717172,1.000000095,-3.837690963
4.161616162,416161.6162,0.072727273,1.000000108,-3.915980431
4.161616162,416161.6162,0.073737374,1.000000122,-3.994269896
4.161616162,416161.6162,0.074747475,1.000000135,-4.07255936
4.161616162,416161.6162,0.075757576,1.000000149,-4.150848821
4.161616162,416161.6162,0.076767677,1.000000162,-4.22913828
4.161616162,416161.6162,0.077777778,1.000000175,-4.307427738
4.161616162,416161.6162,0.078787879,1.000000189,-4.385717193
4.161616162,416161.6162,0.07979798,1.000000202,-4.464006646
4.161616162,416161.6162,0.080808081,1.000000215,-4.542296096
4.161616162,416161.6162,0.081818182,1.000000229,-4.620585545
4.161616162,416161.6162,0.082828283,1.000000242,-4.698874992
4.161616162,416161.6162,0.083838384,1.000000255,-4.777164437
4.161616162,416161.6162,0.084848485,1.000000269,-4.855453879
4.161616162,416161.6162,0.085858586,1.000000282,-4.93374332
4.161616162,416161.6162,0.086868687,1.000000295,-5.012032758
4.161616162,416161.6162,0.087878788,1.000000309,-5.090322194
4.161616162,416161.6162,0.088888889,1.000000322,-5.168611628
4.161616162,416161.6162,0.08989899,1.000000335,-5.24690106
4.161616162,416161.6162,0.090909091,1.000000349,-5.32519049
4.161616162,416161.6162,0.091919192,1.000000362,-5.403479918
4.161616162,416161.6162,0.092929293,1.000000375,-5.481769344
4.161616162,416161.6162,0.093939394,1.000000389,-5.560058768
4.161616162,416161.6162,0.094949495,1.000000402,-5.63834819
4.161616162,416161.6162,0.095959596,1.000000415,-5.716637609
4.161616162,416161.6162,0.096969697,1.000000429,-5.794927027
4.161616162,416161.6162,0.097979798,1.000000442,-5.873216442
4.161616162,416161.6162,0.098989899,1.000000455,-5.951505855
4.161616162,416161.6162,0.1,1.000000469,-6.029795266
4.308080808,430808.0808,0,0,0
4.308080808,430808.0808,0.001010101,0.051097679,-0.000346392
4.308080808,430808.0808,0.002020202,0.102176107,-0.000284937
4.308080808,430808.0808,0.003030303,0.153192063,-0.000166926
4.308080808,430808.0808,0.004040404,0.20403713,-0.001240588
4.308080808,430808.0808,0.005050505,0.254624429,-0.001717195
4.308080808,430808.0808,0.006060606,0.304840767,-0.001846613
4.308080808,430808.0808,0.007070707,0.354563454,-0.00172675
4.308080808,430808.0808,0.008080808,0.403563381,-0.002286569
4.308080808,430808.0808,0.009090909,0.451275061,-0.006023
4.308080808,430808.0808,0.01010101,0.498239121,-0.007287938
4.308080808,430808.0808,0.011111111,0.543689252,-0.010806796
4.308080808,430808.0808,0.012121212,0.587289129,-0.016460357
4.308080808,430808.0808,0.013131313,0.629828353,-0.0205792
4.308080808,430808.0808,0.014141414,0.669216696,-0.031340461
4.308080808,430808.0808,0.015151515,0.707005185,-0.041842364
4.308080808,430808.0808,0.016161616,0.742606027,-0.05463123
4.308080808,430808.0808,0.017171717,0.774896815,-0.072958968
4.308080808,430808.0808,0.018181818,0.80559809,-0.091484301
4.308080808,430808.0808,0.019191919,0.832719063,-0.116580088
4.308080808,430808.0808,0.02020202,0.85746726,-0.144582433
4.308080808,430808.0808,0.021212121,0.88026571,-0.174744213
4.308080808,430808.0808,0.022222222,0.899251045,-0.212619281
4.308080808,430808.0808,0.023232323,0.916781227,-0.251792327
4.308080808,430808.0808,0.024242424,0.931642648,-0.296124595
4.308080808,430808.0808,0.025252525,0.94420854,-0.34481705
4.308080808,430808.0808,0.026262626,0.955525395,-0.395274239
4.308080808,430808.0808,0.027272727,0.964121897,-0.452016803
4.308080808,430808.0808,0.028282828,0.971936016,-0.509751397
4.308080808,430808.0808,0.029292929,0.978088667,-0.571294066
4.308080808,430808.0808,0.03030303,0.983078827,-0.635421336
4.308080808,430808.0808,0.031313131,0.987079219,-0.701826586
4.308080808,430808.0808,0.032323232,0.990254446,-0.770192145
4.308080808,430808.0808,0.033333333,0.992683404,-0.840430704
4.308080808,430808.0808,0.034343434,0.994562345,-0.912061142
4.308080808,430808.0808,0.035353535,0.996010605,-0.984808031
4.308080808,430808.0808,0.036363636,0.997111231,-1.058485609
4.308080808,430808.0808,0.037373737,0.997938546,-1.132915582
4.308080808,430808.0808,0.038383838,0.998531207,-1.208022856
4.308080808,430808.0808,0.039393939,0.998969641,-1.283576745
4.308080808,430808.0808,0.04040404,0.999285108,-1.359499179
4.308080808,430808.0808,0.041414141,0.999509524,-1.435701538
4.308080808,430808.0808,0.042424242,0.999666522,-1.512116702
4.308080808,430808.0808,0.043434343,0.999776883,-1.588681732
4.308080808,430808.0808,0.044444444,0.999852158,-1.665362964
4.308080808,430808.0808,0.045454545,0.999902561,-1.742128597
4.308080808,430808.0808,0.046464646,0.999936665,-1.81895044
4.308080808,430808.0808,0.047474747,0.999959369,-1.895812527
4.308080808,430808.0808,0.048484848,0.999974378,-1.972702345
4.308080808,430808.0808,0.049494949,0.999983791,-2.049612929
4.308080808,430808.0808,0.050505051,0.999989942,-2.126535741
4.308080808,430808.0808,0.051515152,0.999993837,-2.203467219
4.308080808,430808.0808,0.052525253,0.999996292,-2.280404324
4.308080808,430808.0808,0.053535354,0.999997731,-2.357345524
4.308080808,430808.0808,0.054545455,0.999998693,-2.434288635
4.308080808,430808.0808,0.055555556,0.999999237,-2.511233487
4.308080808,430808.0808,0.056565657,0.999999537,-2.588179385
4.308080808,430808.0808,0.057575758,0.999999765,-2.665125576
4.308080808,430808.0808,0.058585859,0.999999883,-2.742072247
4.308080808,430808.0808,0.05959596,0.999999921,-2.819019287
4.308080808,430808.0808,0.060606061,0.999999956,-2.895966341
4.308080808,430808.0808,0.061616162,1.000000004,-2.972913319
4.308080808,430808.0808,0.062626263,1.000000027,-3.049860422
4.308080808,430808.0808,0.063636364,1.000000007,-3.126807733
4.308080808,430808.0808,0.064646465,0.999999992,-3.203755025
4.308080808,430808.0808,0.065656566,1,-3.280702199
4.308080808,430808.0808,0.066666667,1.000000013,-3.357649344
4.308080808,430808.0808,0.067676768,1.000000026,-3.434596488
